Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Lancôme L'Outre Oud,612 SAR,"This oriental woody fragrance for men is inspired by an exciting journey to the east, which is full of mystery to make you more attractive. The fantastic composition of myrrh, patchouli and saffron embodies the mythical tree placed between light and shadow, tenderness and sensuality.
About the brand:
Lancôme was founded in 1935 by Guillaume d'Ornano and his business partner Armand Petitjean in France. It became a part of L'Oréal in 1964 It offers skincare, fragrances, and makeup. Its products are known for its high quality.",5,1 Rating,"['Lancome', 'Unisex', 'Perfume', 'Natural', 'Woody', '75 ml', '2012', 'Saffron, cypriol, labdanum, clary sage, Turkish rose, Bulgaria rose, guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut', 'Eau de Parfum', 'Saffron, cypriol, labdanum, clary sage', 'Turkish rose, Bulgaria rose', 'guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lancome_oud_eau_de_parfum_1.jpg,Lancome,Unisex,Perfume,Natural,Woody,75 ml,2012,"Saffron, cypriol, labdanum, clary sage, Turkish rose, Bulgaria rose, guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut",Eau de Parfum,"Saffron, cypriol, labdanum, clary sage","Turkish rose, Bulgaria rose","guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut"
Prada Candy,298 SAR,"CANDY is a seductive fragrance from Prada. It takes us on a journey with it's femininity and it consists of white musk, benzoin with the modern scent of caramel to give you a fragrance that is truly unique signature.
About the brand:
The company started in 1913 by Mario Prada and his brother Martino as a leather goods shop ""Fratelli Prada"" in Milan, Italy. After years from establishing it Miuccia Prada took over the company in 1978, and then started making Backpacks, perfumes and achieved extensive fame in Europe.",5,1 Rating,"['Prada', 'Women', 'Perfume', 'Feminine', 'Oriental', '80 ml', '2013', 'Caramel, Benzoin, Vanilla, Musk, Powdery', 'Eau de Parfum', 'Caramel', 'Musk, Powdery', 'Benzoin, Vanilla,']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/prada_candy_eau_de_parfum_1.jpg,Prada,Women,Perfume,Feminine,Oriental,80 ml,2013,"Caramel, Benzoin, Vanilla, Musk, Powdery",Eau de Parfum,Caramel,"Musk, Powdery","Benzoin, Vanilla,"
Paco Rabanne Lady Million EDP,380 SAR,"This vibrant sensual fragrance was released after the huge success of its counterpart scent for men One Million, creating both a flamboyant couple. The bottle is designed like a gold luxurious diamond, to create a vision of true luxury.
It is a dazzling, ultra-feminine, voluptuous fragrance, fresh, floral and woody, like a nectar of voluptuous flowers, trailing delicately but still very present.
About the brand:
Paco Rabbane is a great name in the fashion industry. The approach of Paco Rabbane has been unconventional and revolutionary in both form and materials used that have led to a vast portfolio of couture and ready to wear fashion items.",none,none,"['Paco Rabanne', 'Women', 'Perfume', 'Feminine', 'Fruity', '50 ml', '2010', 'orange, raspberry, neroli, orange flower, Arabian jasmine, honey, patchouli', 'Eau de Parfum', 'orange, raspberry', 'neroli, orange flower, Arabian jasmine', 'honey, patchouli']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/a/paco_rabanne_one_million_eau_de_parfum_1.jpg,Paco Rabanne,Women,Perfume,Feminine,Fruity,50 ml,2010,"orange, raspberry, neroli, orange flower, Arabian jasmine, honey, patchouli",Eau de Parfum,"orange, raspberry","neroli, orange flower, Arabian jasmine","honey, patchouli"
Gucci Flora Gorgeous Gardenia,534 SAR,"This delicious floral fruity fragrance features top notes of pear and red berries leading to middle notes of frangipani and gardenia flowers. A blend of patchouli and brown sugar comes at the base making it a truly feminine scent. It comes in a delicate, classic perfume bottle with black ribbon on it.
About the brand:
Gucci is a renowned Italian luxury brand of fashion and leather goods. From producing and selling luxury outerwear, leather bags, cashmere scarves and cosmetics products to releasing incredible fragrance ranges every now and then, Gucci has stayed on the top of the perfume market around the world.",none,none,"['Gucci', 'Women', 'Perfume', 'Feminine', 'Floral', '100 ml', '2012', 'Pear, Red Berries, Gardenia, frangipani، Patchouli, brown sugar', 'Eau de Toilette', 'Red berries, Pear', 'White gardenia, Frangipani flower', 'Patchouli, Brown sugar accord']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/l/flora_gorgeous_gardenia-_100_ml-_737052522487_1.jpg,Gucci,Women,Perfume,Feminine,Floral,100 ml,2012,"Pear, Red Berries, Gardenia, frangipani، Patchouli, brown sugar",Eau de Toilette,"Red berries, Pear","White gardenia, Frangipani flower","Patchouli, Brown sugar accord"
Van Cleef & Arpels Orchidee Vanille,782 SAR,"Van Cleef & Arpels Orchidee Vanille eau de parfume is fruity, floral and woody fragrance for women. The floral notes contains a blend of fresh fruits, linked with Tonka beans and dark chocolate, the distinctive character of the fragrance is what makes it one of the most favorite scents for women. It is filled in with a bottle inspired by the details of fine jewelry.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",none,none,"['Van Cleef & Arpels', 'Women', 'Perfume', 'Charismatic', 'Oriental', '75 ml', '2009', 'The mandarin fragrance, lychee, bitter almond, dark chocolate, Bulgarian rose, violet, vanilla, cedar, tonka, white musk and vanilla orchid.', 'Eau de Parfum', 'The mandarin fragrance, lychee, and bitter almond', 'Dark chocolate, Bulgarian rose, violet, vanilla, cedar', 'Tonka, white musk and vanilla orchid.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_van_cleef_arpels_perfumes_orchidee_vanille_for_women_eau_de_perfum.jpg,Van Cleef & Arpels,Women,Perfume,Charismatic,Oriental,75 ml,2009,"The mandarin fragrance, lychee, bitter almond, dark chocolate, Bulgarian rose, violet, vanilla, cedar, tonka, white musk and vanilla orchid.",Eau de Parfum,"The mandarin fragrance, lychee, and bitter almond","Dark chocolate, Bulgarian rose, violet, vanilla, cedar","Tonka, white musk and vanilla orchid."
Narciso Rodriguez For Her EDT,276 SAR,"Narciso Rodriguez for Her has an unusual lustful composition with musk in its centre, surrounded by orange, osmanthus and amber. The base unites vanilla, amber and vetiver. It's an intense and sharp fragrance that hides it's sweet nuance in the heart of it.
About the brand:
One of the foremost American designers during the last two decades, Narciso Rodriguez plays a singular role in global fashion. Narciso Rodriguez’s fashion house is based in NYC where he shows his women’s ready-to-wear, handbags, shoes and fragrance collections.",none,none,"['Narciso Rodriguez', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2004', 'Honey Flower, Orange Blossom, Osmanthus, Amber, Vanilla, Musk, Wood, Vetiver', 'Eau de Toilette', 'Honey Flower, Orange Blossom', 'Osmanthus, Amber, Vanilla, Musk', 'Wood, Vetiver']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/a/narciso_rodriguez_for_her_eau_de_toilette_2.jpg,Narciso Rodriguez,Women,Perfume,Feminine,Floral,50 ml,2004,"Honey Flower, Orange Blossom, Osmanthus, Amber, Vanilla, Musk, Wood, Vetiver",Eau de Toilette,"Honey Flower, Orange Blossom","Osmanthus, Amber, Vanilla, Musk","Wood, Vetiver"
Houbigant Quelques Fleurs L'Original,256 SAR,"Quelques Fleurs l`Original by Houbigant is a Floral parfume for women was launched in 1913 by Robert Bienaime. This charming fragrance describes plush, ambrosial, accurate floral breath as it’s mixed in nature. The sparkling essence bombards the olfactory senses with smooth, sensual and attractive flowers arranged in properly nuanced, convenient tonalities.
About the brand:
Houbigant is an old French parfume house established in in 1775. Houbigant launched his parfume business at 19, Faubourg Saint-Honoré, Paris. He offered the first parfum in 1882 and the newest is from 2020.",5,1 Rating,"['Houbigant', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '1913', 'orange blossom , green notes , tarragon , bergamot , lemon , citruses , carnation , tuberose , orchid , lilac , orris root, jasmine , heliotrope , ylang-ylang , lily of the vally , rose , violet , iris , sandalwood , tonka bean , amber , musk , civet , oa', 'Eau de Parfum', 'Bergamot, Galbanum, Tarragon, Lemon', 'Jasmine Absolute, Tuberose, Lily of the Valley, Violet Absolute, Rose Absolute, Ylang Ylang, Carnation, Broom flower Absolute, Orange Blossom, Beewax Absolute, Clove', 'Oakmoss Absolute, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_houbigant_perfumes_quelques_fleurs_for_women_eau_de_perfum_3495080841310.jpg,Houbigant,Women,Perfume,Romantic,Floral,50 ml,1913,"orange blossom , green notes , tarragon , bergamot , lemon , citruses , carnation , tuberose , orchid , lilac , orris root, jasmine , heliotrope , ylang-ylang , lily of the vally , rose , violet , iris , sandalwood , tonka bean , amber , musk , civet , oa",Eau de Parfum,"Bergamot, Galbanum, Tarragon, Lemon","Jasmine Absolute, Tuberose, Lily of the Valley, Violet Absolute, Rose Absolute, Ylang Ylang, Carnation, Broom flower Absolute, Orange Blossom, Beewax Absolute, Clove","Oakmoss Absolute, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean."
Sokar Aleyoon Set,639 SAR,"This set contains:
Dolce & Gabanna L'imperatrice 3 Pour Femme - 100 ml
Perfume for the energetic woman who is a hero in her movie in life every day! It keeps you vibrant and sparkling with irresistible attractiveness, a combination of kiwi, lemon and sandalwood.
Roberto Cavalli Paradiso - 50 ml
Woody floral fragrance, a subtle aroma that makes you feel fresh with a stunning blend of citrus, jasmine, and cypress.
Calvin Klein Euphoria Men Intense - 100 ml
A mixture of an infinite number of oriental spices with strong fragrances that give you a distinctive oriental charm and a shiny romantic touch that makes you special on special days and special evenings, the fragrance has a strong smell that spreads quickly and draws attention easily to you.
Roberto Cavalli Uomo Roberto Cavalli - 100 ml
An elegant oriental fragrance for men that gives you great natural confidence and temptation, with a mixture of black violet, honey, and tonka beans.",none,none,"['Exclusive Bundles', 'Unisex', 'Bundles']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100375-sokr_aleyoon.png,Exclusive Bundles,Unisex,Bundles,,,,,,,,,
Xerjoff Accento,880 SAR,"It is a new Chypre floral fragrance for women and men that was launched in 2019. it blends pineapple and hyacinth with a heart of jasmine, iris and pink pepper that are surrounded by vetiver, patchouli, amber, musk and vanilla.
About the brand:
Xerjoff is an Italian luxury brand created by Sergio Momo in 2003, offering distinctive fragrances composed of the finest ingredients, in exquisite packaging. It has produced over 119 perfumes. The earliest edition was created in 2007 and the newest is from 2020.",5,1 Rating,"['Xerjoff', 'Unisex', 'Perfume', 'Sensual', 'Floral', '50 ml', 'Hyacinth, Pineapple, Pink Pepper, Iris, Jasmine, Vanilla, Musk, Amber, Patchouli, Vetiver', 'Eau de Parfum', 'Hyacinth, Pineapple', 'Pink Pepper, Iris, Jasmine', 'Vanilla, Musk, Amber, Patchouli, Vetiver']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8033488158743-xerjoff-xerjoff-accento-_u_-edp-50-ml.jpg,Xerjoff,Unisex,Perfume,Sensual,Floral,50 ml,"Hyacinth, Pineapple, Pink Pepper, Iris, Jasmine, Vanilla, Musk, Amber, Patchouli, Vetiver",Eau de Parfum,"Hyacinth, Pineapple","Pink Pepper, Iris, Jasmine","Vanilla, Musk, Amber, Patchouli, Vetiver",
The Prestige of The King Set,349 SAR,"This set contains:
Uniqo Ambra EDP - 100 ml
A unique scent inspired by Ambra's vibrant color & uniqueness. Seeking perfection with an exceptional scent that matches its' blend of pink pepper, sage & vanilla.
One Word Sun Glitter Hair & Body Mist - 80 ml
From the dawn of time, the sun's shining reflection on the sea has been one of the most vibrant and serene views. This hair & body mist is as bright & openly strong as ""Sun Glitter"" with charming feminine notes that offers you the perfect blend of orange and vetiver.
Remal Amber Bakhoor - 60 g
Explore this magnificent amber incense, a homey fragrance with a warm woody ambiance. This Bakhoor possesses the finest types of amber, for a luxurious cozy atmosphere that enhances the overall mood, giving you vibes of strength and greatness.
Mood By Minis - 3 x 30 ml
1- Amber Mood:
Feels like a new day? This fragrance is designed for new beginnings, a fresh start full of positivity and surrounded by notes of apple blossom, amber, ylang-ylang & cedarwood.
2- Leather Mood:
Feels like a successful day? If you are ready to take on the world & conquer the impossible, “Leather Mood” is there for you! This intense fragrance has the strength & power of cardamom, green matte & leather.
3- Musk Mood:
Feels like a joyful day? Sit back & relax with this cheerful scent draped in neroli sweetness, amber warmth & an aromatic musk base.",none,none,"['Exclusive Bundles', 'Unisex', 'Bundles']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100345-the_prestige_of_the_king.png,Exclusive Bundles,Unisex,Bundles,,,,,,,,,
Burberry Brit Sheer,173 SAR,"Burberry Brit Sheer is a refreshing fragrance for women with a mandarin essence mixed with the sweetness of grapes and sprinkled with pineapple leaves that give you a sweet taste that lasts with you for long periods. Wood will make you feel madam with a different effect and enjoyable pleasure when using this fragrance.
About the brand:
Founded in 1856, Burberry is a trusted luxury design house, world famous for its accessories, tartan patterns, and sturdy trench coats . Their famous motifs are often copied and imitated across the globe; however, none can match the quality of this staple of British fashion. Their fragrances match many qualities of their apparel: classic, long-lasting, and elegant.",none,none,"['Burberry', 'Women', 'Perfume', 'Glamorous', 'Fruity', '100 ml', '2007', 'Mandarin, grape, pineapple leaves, litchi, yuzu, nashi flower, peach blossom, pink peony, white musk, woods', 'Eau de Toilette', 'Mandarin, grape, pineapple leaves, litchi, yuzu', 'nashi flower, peach blossom, pink peony', 'white musk, woods']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/u/burberry_brit_sheer_for_her.jpg,Burberry,Women,Perfume,Glamorous,Fruity,100 ml,2007,"Mandarin, grape, pineapple leaves, litchi, yuzu, nashi flower, peach blossom, pink peony, white musk, woods",Eau de Toilette,"Mandarin, grape, pineapple leaves, litchi, yuzu","nashi flower, peach blossom, pink peony","white musk, woods"
Lancôme Tresor In Love,346 SAR,"When the passionate temper of an extroverted sweet rose meets the delicious addiction of mischievous raspberry and blackcurant explosion and the sexy bite of mysterious vibrant woods. This is a pulsing Rose, a Midnight Rose.
About the brand:
Lancôme was founded in 1935 by Guillaume d'Ornano and his business partner Armand Petitjean in France. It became a part of L'Oréal in 1964 It offers skincare, fragrances, and makeup. Its products are known for its high quality.",none,none,"['Lancome', 'Women', 'Perfume', 'Fruity', '50 ml', 'Eau de Parfum', 'Labdanum, Rose, Oud, Nectarine, Peach, Jasmine, Cedar']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lanc_me_tresor_in_love_eau_de_parfum_1.jpg,Lancome,Women,Perfume,Fruity,50 ml,Eau de Parfum,"Labdanum, Rose, Oud, Nectarine, Peach, Jasmine, Cedar",,,,,
Memo Paris Cuirs Nomades Irish Leather Hair Mist,370 SAR,"This fragrance is inspired by the soft whinny of the horses on a cold morning as sun comes through the heavy grey clouds. The composition has notes of clary sage, iris and birch, delivering a marvellous scent that provides you with a sensation of calm and freedom.
About the brand:
Memo Paris was founded in 2007 by Clara Molloy and her husband John. They see fragrance as a journey, forging its identity around magical destinations and potent raw materials. This desire for travels to far-off places and encounters is the very reflection of the founding couples: she the Parisian-Catalan poet, he the sporty Irish globetrotter.",none,none,"['Memo Paris', 'Unisex', 'Hair Mist', 'Extravagant', 'Aromatic', '80 ml', '2013', 'Pink Pepper, Clary Sage, Flouve, Iris, Tonka Bean, Leather, Birch, Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700458600247-memo-memo-paris-cuirs-nomades-irish-leather-unisex-hair-perfume-80-ml.jpg,Memo Paris,Unisex,Hair Mist,Extravagant,Aromatic,80 ml,2013,"Pink Pepper, Clary Sage, Flouve, Iris, Tonka Bean, Leather, Birch, Amber",,,,
Lancôme La Vie Est Belle,393 SAR,"Inspire others and choose your way to happiness with this floral feminine fragrance that will energize you. You will have your own choices about simplicity and beauty with its marvellous blend of iris, jasmine and black currant.
About the brand:
Lancôme was founded in 1935 by Guillaume d'Ornano and his business partner Armand Petitjean in France. It became a part of L'Oréal in 1964 It offers skincare, fragrances, and makeup. Its products are known for its high quality.",5,6 Rating,"['Lancome', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2012', 'Black Currant, pear, iris, jasmine sambac, orange blossom, tonka bean, praline, patchouli, vanilla', 'Eau de Parfum', 'Black Currant, pear', 'iris, jasmine sambac, orange blossom', 'tonka bean, praline, patchouli, vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lanc_me_la_vie_est_belle_eau_de_parfum_2.jpg,Lancome,Women,Perfume,Romantic,Floral,50 ml,2012,"Black Currant, pear, iris, jasmine sambac, orange blossom, tonka bean, praline, patchouli, vanilla",Eau de Parfum,"Black Currant, pear","iris, jasmine sambac, orange blossom","tonka bean, praline, patchouli, vanilla"
Carolina Herrera Good Girl Hair Mist,225 SAR,"Carolina Herrera Good Girl Hair Mist for Women is a lighter perfume formula that embellishes your hair with a delicious and delicate freshness. Perfectly balanced, this sumptuous scent lasts all day without being overwhelming. Presented in a unique stiletto heel-shaped bottle, the beauty of fashion and femininity combine in a way that only the House of Herrera could conceive. Good Girl shows the world what the power of femininity looks like, smells like and feels like. Its ingredients were chosen to create the perfect weapon of seduction.
About the brand:
Carolina Herrera is a Venezuelan-born American fashion designer, known for her elegance and sophistication. Before she became a designer, she was known as one of the most beautifully dressed women in the world. Her company is renowned for its sophisticated and elegant classic designs, as well as its fragrances.",5,1 Rating,"['30 ml', 'Carolina Herrera', 'Women', 'Hair Mist', 'Feminine', 'Floral', '2017', 'Almond, Coffee, Jasmine Sambac, Tuberose, Tonka Bean, Cacao']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/c/a/carolina_herrera_good_girl_hair_mist.jpg,30 ml,Carolina Herrera,Women,Hair Mist,Feminine,Floral,2017,"Almond, Coffee, Jasmine Sambac, Tuberose, Tonka Bean, Cacao",,,,
Al Majed For Oud Black Secret 1971 EDP,138 SAR,"Get to know the secret behind the charm and beauty of this fragrance, thanks to the amazing composition that has notes of caramel and raspberries. It's infused with intense notes of amber, musk and delicious caramel. French touches are added to the composition, making it your best choice for your daily use and occasions. It's professionally-designed to suit both men and women.
About the brand:
Al Majed For Oud Company was established in 1956 to establish a promising market in the field of oud trade through the wholesale sector to culminate more than 60 years of experience in the manufacture of oud and perfumes and their preparations across the Gulf market, by creating new aromatic lines that contributed to expanding the customer base and orientation More than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Sensual', 'Soft Floral', '100 ml', 'Bergamot, Raspberry, Jasmine, Rose, Caramel, Amber, Vanilla, Musk', 'Eau de Parfum', 'Bergamot, Raspberry', 'Jasmine, Rose, Caramel', 'Amber, Vanilla, Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091000878-almajed-for-oud-black-secret-100-ml-1.png,Al Majed For Oud,Unisex,Perfume,Sensual,Soft Floral,100 ml,"Bergamot, Raspberry, Jasmine, Rose, Caramel, Amber, Vanilla, Musk",Eau de Parfum,"Bergamot, Raspberry","Jasmine, Rose, Caramel","Amber, Vanilla, Musk",
Van Cleef & Arpels Rose Rouge,782 SAR,"An aromatic fragrance with spicy notes that blends cocoa and patchouli with musk. A soft woody perfume that gives you a sweet and fresh scent that lasts for hours.
About the brand:
Van Cleef & Arpels is a French luxurious jewelry, watch, and perfume company. It was founded in 1896 by Alfred Van Cleef and his father-in-law Salomon Arpels in Paris. Their pieces often feature flowers, animals, and fairies, and have been worn by style icons such as Farah Pahlavi, the Duchess of Windsor, Grace Kelly, Elizabeth Taylor and Eva Perón.",none,none,"['Van Cleef & Arpels', 'Unisex', 'Perfume', 'Charismatic', 'Floral Oriental', '75 ml', '2018', 'Black Currant, Pink Pepper, Bergamot, Rose, Vetiver, Raspberry, Musk, Cocoa, Patchouli, Benzoin, Vanilla', 'Eau de Parfum', 'Black currant, pink pepper, bergamot', 'Roses, vetiver, raspberry', 'Musk, cocoa, patchouli, benzoin, vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460102278_van_cleef___arpels_van_cleef___arpels_rose_rouge_eau_de_parfum_75_ml_1.jpg,Van Cleef & Arpels,Unisex,Perfume,Charismatic,Floral Oriental,75 ml,2018,"Black Currant, Pink Pepper, Bergamot, Rose, Vetiver, Raspberry, Musk, Cocoa, Patchouli, Benzoin, Vanilla",Eau de Parfum,"Black currant, pink pepper, bergamot","Roses, vetiver, raspberry","Musk, cocoa, patchouli, benzoin, vanilla"
Rose Fragrance Set,399 SAR,"This set contains:
WAW Rose EDP - 50 ml
The soft, delicate fragrance combines the top note of rose continued with fine amber & completed by musk to create a timelessly elegant floral oriental perfume. Fragrance expert? Try layering ""WAW Rose"" perfume with other fragrances from the ""WAW"" collection to create your own unique, signature scent!
The Finest Amber EDP - 100 ml
“Sweet, Strong and Spicy""
A fragrant blend with endless creativity! Sweet notes of amber and delicious vanilla, strong thanks to its woody notes from sandalwood to patchouli, and spicy from its aromatic notes such as cardamom and nutmeg. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Amber scent.
Remal Taif Rose Bakhoor - 60 g
This incense is created from Taif rose, which grows gently in the lands of Saudi western mountains. This special aromatic Bakhoor offers you a fascinating national home scent, from a legacy that has been nurtured for centuries. It contains a blend of Taif roses, tea rose, vanilla and sandalwood for a luxurious and serene homey atmosphere.
Rekaz Patchouli - EDP 50 ml + Perfume Oil 30 ml / 2.57 Tola
An irreplaceable component in the Arabian perfume world, created especially for the youthful empowered soul! This exclusive bundle presents an intense patchouli perfume & perfume oil, to indulge in its mysterious chypre note. Designed for the Oriental soul, enjoy its irresistible charm as you apply first the perfume oil onto pulse points, then spray the perfume over it to get the powerful long-lasting result.",none,none,"['Exclusive Bundles', 'Unisex', 'Bundles']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100339-rose_fragrance.png,Exclusive Bundles,Unisex,Bundles,,,,,,,,,
Dkhoun Prime Max,319 SAR,"This fragrance will provide a magnificent scent that you cannot resist. The amazing composition has notes of iris mixed with amber and musk, delivering an aromatic fragrance that captivates the stares and hearts of whoever smells it.
About the brand:
Dkhoun is one of the leading companies specialized in perfumes and fresheners in general. The company targets a customer segment that enjoys high-end tastes. It is managed by a distinguished group of companies specialized in producing more than one hundred sophisticated and unprecedented perfumes. Its website offers the finest quality and total dedication in the field of fume and perfumes, in addition to aromatic oils and vapors.",5,2 Rating,"['Dkhoun', 'Unisex', 'Perfume', 'Charismatic', 'Floral Oriental', '85 ml', 'Pink Pepper, Orchid, Iris, Musk, Amber', 'Eau de Parfum', 'Pink Pepper', 'Orchid, Iris', 'Musk, Amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/1/310064-dkhoun-_-_-85ml-1.jpg,Dkhoun,Unisex,Perfume,Charismatic,Floral Oriental,85 ml,"Pink Pepper, Orchid, Iris, Musk, Amber",Eau de Parfum,Pink Pepper,"Orchid, Iris","Musk, Amber",
Fendi Fan Di Fendi Extreme,299 SAR,"This fragrance is designed specially for the woman who appreciates fine fashions and elegant accessories, is so deliciously exciting from the moment you apply it to your skin. It contains notes of Italian lemon and Calabrian bergamot, which intertwine to create an excitingly fresh and fruity aroma that's perfect for casual wear. This modern scent is just the thing for summer vacations and spontaneous trips with friends.
About the brand:
Fendi is the Italian fashion house luxe design and notorious handbags luxe. It launched in 1925 with a fur and leather shop in Rome, and now it is a global sparkling brand and owned by the Louis Vuitton Group .",none,none,"['Fan di Fendi', 'Women', 'Perfume', 'Glamorous', 'Floral Oriental', '75 ml', '2012', 'Italian lemon and Calabrian bergamot, tuberose absolute and Arabian jasmine, Leather and vanilla', 'Eau de Parfum', 'Italian lemon and Calabrian bergamot', 'tuberose absolute and Arabian jasmine', 'Leather and vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/a/fan-di-fendi_extreme.jpg,Fan di Fendi,Women,Perfume,Glamorous,Floral Oriental,75 ml,2012,"Italian lemon and Calabrian bergamot, tuberose absolute and Arabian jasmine, Leather and vanilla",Eau de Parfum,Italian lemon and Calabrian bergamot,tuberose absolute and Arabian jasmine,Leather and vanilla
Lorenzo Villoresi Firenze Teint De Neige Hair Mist,297 SAR,"This shiny romantic floral hair mist gives your days a luxurious glowing fragrance.
The main ingredient in this distinctive fragrance is Jasmine which is considered to be the symbol of softness and sensual aromatic delicacy.
The scents of flowers powder and tonka beans spread around your hair, enveloping it in an aura of unique charm
If you want to attend one of the special occasions in your life then this hair mist is the perfect choice to make you look fantastic.
About the brand:
Lorenzo Villoresi is a leading Italian brand that was named after its owner. Villoresi's study and travel in the Middle East greatly influenced his work and some of his most important fragrances, which made it best known for custom-made fragrances.Lomar is a luxurious Saudi fashion house, founded in 2002 by Loay Naseem and Mona Al-Haddad, who achieved great success in selling fashion across the Kingdom. The brand managed to form a large client base of around 60,000 customers. They soon turned to the industry of perfume, which became very popular.",none,none,"['Lorenzo Villoresi Firenze', 'Unisex', 'Hair Mist', 'Sensual', 'Floral', '50 ml', 'Jasmine, Rose, Ylang-ylang, Powder, Jasmine, Floral, Tonka Bean, Rose, Jasmine, Sugar, Rose, Musk, Bloodstone', 'Eau de Parfum', 'Jasmine, Rose, Ylang-ylang, Powder', 'Jasmine, Floral, Tonka Bean, Rose', 'Jasmine, Sugar, Rose, Musk, Bloodstone']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8028544103515-lorenzo-villoresi-lorenzo-villoresi-firenze-teint-de-neige-_u_-hair-mist-50-ml.jpg,Lorenzo Villoresi Firenze,Unisex,Hair Mist,Sensual,Floral,50 ml,"Jasmine, Rose, Ylang-ylang, Powder, Jasmine, Floral, Tonka Bean, Rose, Jasmine, Sugar, Rose, Musk, Bloodstone",Eau de Parfum,"Jasmine, Rose, Ylang-ylang, Powder","Jasmine, Floral, Tonka Bean, Rose","Jasmine, Sugar, Rose, Musk, Bloodstone",
