Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Alexandre.J The Collector Black Muscs,620 SAR,none,Yves Saint Laurent,Men,Perfume,Woody,Masculine,2018,"Bergamot, Ginger, Apple, Sage, Geranium, Juniper Berries, Vetiver, Cedar, Tonka Beans, Amber Woods, Olibanum",Eau de Parfum,"Basil, Wormwood","Patchouli, Paprika",Oriental,110 ml
Versace Bright Crystal,259 SAR,3,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Versace Yellow Diamond,229 SAR,none,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Lacoste Eau De Lacoste L.12.12 Noire,188 SAR,none,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Marly Carlisle,1484 SAR,none,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Nature Visions Neno Care Powder Perfume,92 SAR,none,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Givenchy Pi,209 SAR,none,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Giorgio Armani Emporio Armani Stronger With You Intensely,375 SAR,5,Giorgio Armani,Men,Perfume,Aromatic,Charismatic,2019,"Spices, Violet, Lavender, Sweet Toffee, Caramel, Cinnamon, Suede, Vanilla, Amber",Eau de Parfum,"Pink pepper, Juniper, Violet leaf","Lavender, Sage, Toffee, Cinnamon",Gold,100 ml
Van Cleef & Arpels Gardenia Petale,732 SAR,none,Giorgio Armani,Men,Perfume,Aromatic,Charismatic,2019,"Spices, Violet, Lavender, Sweet Toffee, Caramel, Cinnamon, Suede, Vanilla, Amber",Eau de Parfum,"Pink pepper, Juniper, Violet leaf","Lavender, Sage, Toffee, Cinnamon",Gold,100 ml
Candy Addict V Vanille Body Mist - 250 ml,69 SAR,none,Giorgio Armani,Men,Perfume,Aromatic,Charismatic,2019,"Spices, Violet, Lavender, Sweet Toffee, Caramel, Cinnamon, Suede, Vanilla, Amber",Eau de Parfum,"Pink pepper, Juniper, Violet leaf","Lavender, Sage, Toffee, Cinnamon",Gold,100 ml
Paco Rabanne Invictus,330 SAR,5,Paco Rabanne,Men,Perfume,Dynamic,Perfume,2013,"Grapefruit,seanotes, Mandarin Orange, Bay leaf, Jasmine, guaiac wood, Oakmoss, patchouli, Ambergris",Eau de Toilette,"Grapefruit, sea notes, Mandarin Orange","Bay leaf, Jasmine",Aquatic,100 ml
Dunhill Icon,106 SAR,none,Paco Rabanne,Men,Perfume,Dynamic,Perfume,2013,"Grapefruit,seanotes, Mandarin Orange, Bay leaf, Jasmine, guaiac wood, Oakmoss, patchouli, Ambergris",Eau de Toilette,"Grapefruit, sea notes, Mandarin Orange","Bay leaf, Jasmine",Aquatic,100 ml
Creed Aventus For Her,1806 SAR,none,Paco Rabanne,Men,Perfume,Dynamic,Perfume,2013,"Grapefruit,seanotes, Mandarin Orange, Bay leaf, Jasmine, guaiac wood, Oakmoss, patchouli, Ambergris",Eau de Toilette,"Grapefruit, sea notes, Mandarin Orange","Bay leaf, Jasmine",Aquatic,100 ml
Ajmal Sacrifice For Her,86 SAR,none,Ajmal,Women,Perfume,Purple,Floral,"Jasmine, Water Notes, Orange Blossom, Vanilla ,Ambergris, Musk",Eau de Parfum,Eau de Toilette,"Grapefruit, sea notes, Mandarin Orange","Bay leaf, Jasmine",Aquatic,100 ml
Versace Pour Homme,199 SAR,4.67,Versace,Men,Perfume,Extravagant,Perfume,2008,"lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Maqam Base of Soul EDP - 120 ml,359 SAR,5,Maqam,Unisex,Perfume,Oriental,Charismatic,"Saffron, Rose, Musk, Sandalwod",Eau de Parfum,Saffron,Rose,"Musk, Sandalwod",120 ml,2020
Narciso Rodriguez Pure Musc For Her,385 SAR,5,Narciso Rodriguez,Women,Perfume,Floral,Romantic,2019,"Jasmine, Orange Blossom, Musk, Cashmeran, Amber, Patchouli",Eau de Parfum,"Jasmine, Orange Blossom",Musk,White,50 ml
Valentino Uomo,342 SAR,5,Valentino,Men,Perfume,Natural,Perfume,2011,"Bergamot, Myrtle ,Roasted Coffee Beans, Chocolate, Hazelnut ,Leather, Cedar",Eau de Toilette,"Bergamot, Myrtle","Roasted Coffee Beans, Chocolate, Hazelnut",Floral,50 ml
Valentino Valentina,298 SAR,5,Valentino,Women,Perfume,Romantic,Perfume,2012,"Bergamot, Truffle,Jasmine, African Orange Flower, Tuberose, Strawberry ,Virginia Cedar, Amber, Vanilla",Eau de Parfum,"Bergamot, Truffle","Jasmine, African Orange Flower, Tuberose, Strawberry",Floral,80 ml
Ralph Lauren Polo Red,270 SAR,none,Valentino,Women,Perfume,Romantic,Perfume,2012,"Bergamot, Truffle,Jasmine, African Orange Flower, Tuberose, Strawberry ,Virginia Cedar, Amber, Vanilla",Eau de Parfum,"Bergamot, Truffle","Jasmine, African Orange Flower, Tuberose, Strawberry",Floral,80 ml
Ralph Lauren Polo Blue EDT,270 SAR,none,Valentino,Women,Perfume,Romantic,Perfume,2012,"Bergamot, Truffle,Jasmine, African Orange Flower, Tuberose, Strawberry ,Virginia Cedar, Amber, Vanilla",Eau de Parfum,"Bergamot, Truffle","Jasmine, African Orange Flower, Tuberose, Strawberry",Floral,80 ml
Narciso Rodriguez For Her Amber Musk,795 SAR,none,Valentino,Women,Perfume,Romantic,Perfume,2012,"Bergamot, Truffle,Jasmine, African Orange Flower, Tuberose, Strawberry ,Virginia Cedar, Amber, Vanilla",Eau de Parfum,"Bergamot, Truffle","Jasmine, African Orange Flower, Tuberose, Strawberry",Floral,80 ml
Lancôme Trésor Midnight Rose,273 SAR,none,Lancome,Women,Perfume,Oriental,Perfume,"Raspberry, Rose, Vanilla, Musk","Bergamot, Truffle,Jasmine, African Orange Flower, Tuberose, Strawberry ,Virginia Cedar, Amber, Vanilla",Eau de Parfum,"Bergamot, Truffle","Jasmine, African Orange Flower, Tuberose, Strawberry",Floral,80 ml
Lacoste Pour Homme,122 SAR,4,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Lacoste Eau De Lacoste L.12.12 Rouge,295 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Hugo Boss Hugo Just Different,170 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Hugo Boss Boss Nuit Pour Femme,178 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Chanel Coco Mademoiselle Intense,1391 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Chanel Chance Eau Vive,435 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Rihanna Rogue,171 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Selena Gomez Selena Gomez,258 SAR,none,Lacoste,Men,Perfume,Extravagant,Perfume,2002,"Plum, apple, grapefruit, bergamot, cinnamon, pink pepper, cardamom, juniper, Rum, vanilla, sandalwood, musk, labdanum, cedar",Eau de Toilette,"Plum, apple, grapefruit, bergamot","cinnamon, pink pepper, cardamom, juniper",Aromatic,100 ml
Gucci Rush,440 SAR,5,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Clinique Aromatics In White,239 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Jean-Louis Scherrer Scherrer 2,179 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
J. Del Pozo Arabian Nights,295 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Alexandre.J Oscent Black,735 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
J. Del Pozo Amber Patchouli Nights,564 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
J. Del Pozo Mystic Leather Nights,535 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Alexandre.J Oscent Rouge,740 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Perris Absolue D'Osmanthe,570 SAR,none,Gucci,Women,Perfume,Woody Oriental,Romantic,1999,"gardenia , freesia, jasmine, Turkish rose , coriander, vanilla, patchouli , vetiver",Eau de Toilette,"bergamot, peony, freesia","violet, jasmine, carnation",Red,75 ml
Shiseido Zen,263 SAR,5,Shiseido,Women,Perfume,Floral Oriental,Charismatic,2007,"Grapefruit, Bergamot, Orange, Pineapple, Rose, Freesia, Gardenia, Violet, Lily of the Valley, Lotus, Apple, Iris,Patchouli, Cedar, Amber, Incense, Musk.",Eau de Parfum,"Grapefruit, Bergamot, Peach, Pineapple","Blue Rose, Freesia, Gardenia, Red Apple, Violet, Muguet, Hyacinth, Rose, Lotus Flower",Gold,50 ml
Givenchy Pour Homme,205 SAR,none,Shiseido,Women,Perfume,Floral Oriental,Charismatic,2007,"Grapefruit, Bergamot, Orange, Pineapple, Rose, Freesia, Gardenia, Violet, Lily of the Valley, Lotus, Apple, Iris,Patchouli, Cedar, Amber, Incense, Musk.",Eau de Parfum,"Grapefruit, Bergamot, Peach, Pineapple","Blue Rose, Freesia, Gardenia, Red Apple, Violet, Muguet, Hyacinth, Rose, Lotus Flower",Gold,50 ml
Paris Hilton Rose Rush,187 SAR,none,Shiseido,Women,Perfume,Floral Oriental,Charismatic,2007,"Grapefruit, Bergamot, Orange, Pineapple, Rose, Freesia, Gardenia, Violet, Lily of the Valley, Lotus, Apple, Iris,Patchouli, Cedar, Amber, Incense, Musk.",Eau de Parfum,"Grapefruit, Bergamot, Peach, Pineapple","Blue Rose, Freesia, Gardenia, Red Apple, Violet, Muguet, Hyacinth, Rose, Lotus Flower",Gold,50 ml
Atelier Cologne Emeraude Agar,1205 SAR,none,Shiseido,Women,Perfume,Floral Oriental,Charismatic,2007,"Grapefruit, Bergamot, Orange, Pineapple, Rose, Freesia, Gardenia, Violet, Lily of the Valley, Lotus, Apple, Iris,Patchouli, Cedar, Amber, Incense, Musk.",Eau de Parfum,"Grapefruit, Bergamot, Peach, Pineapple","Blue Rose, Freesia, Gardenia, Red Apple, Violet, Muguet, Hyacinth, Rose, Lotus Flower",Gold,50 ml
Givenchy Gentlemen Only,254 SAR,5,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Angel Schlesser Pour Elle,194 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Lorenzo Villoresi Uomo,629 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Versace Dylan Blue Pour Femme,212 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Lorenzo Villoresi Donna,769 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Versace Crystal Noir EDT,228 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Montale Pure Gold,295 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Givenchy Very Irresistible,549 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Montale Pink Extasy,370 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Montale Intense Pepper,414 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Montale Day Dreams,388 SAR,none,Givenchy,Men,Perfume,Charismatic,Perfume,2008,"Mandarin Orange, Pink Pepper, Nutmeg,Cedar, Patchouli, Vetiver,Incense, Musk",Eau de Toilette,"Mandarin Orange, Pink Pepper, Nutmeg","Cedar, Patchouli, Vetiver",Aromatic,50 ml
Kenzo World EDT,356 SAR,5,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Montale Dark Aoud,370 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Montale Crystal Flowers,397 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Givenchy Very Irresistible Electric Rose,446 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Sofia Vergara Tempting,156 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Issey Miyake Nuit D'Issey Bleu Astral,335 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Montale Aoud Melody,448 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Salvatore Ferragamo Amo Ferragamo,359 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Montale Aoud Ever,397 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Issey Miyake L'Eau Majeure D'Issey,294 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Montale Amber & Spices,313 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Mont Blanc Presence,167 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Calvin Klein Ck All,168 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Boucheron Jaipur Homme EDT,187 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Michael Kors Glam Ruby,320 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
S.T.Dupont Noble Wood,356 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Marina De Bourbon Royal Marina Intense,331 SAR,none,Kenzo,Women,Perfume,Floral,Romantic,2018,"Red Fruits, Peony, Floral Notes, Egyptian Jasmine, Ambroxan.",Eau de Toilette,"pear, bergamot","almond blossom, peony, rose","Black,Blue",50 ml
Marina De Bourbon Monsieur Le Prince Intense,322 SAR,5,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Ralph Lauren Safari For Men,297 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Marina De Bourbon Cristal Royal Rose,324 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Mancera Roses Jasmine,447 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Mancera Indian Dream,427 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Cristiano Ronaldo CR7,158 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Ralph Lauren Safari,295 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Mancera Amber & Roses,379 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Coach Floral,203 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Justin Bieber Justin Bieber's Girlfriend,193 SAR,none,Marina De Bourbon,Men,Perfume,Fruity,Sophisticated,2015,"Apple , pineapple , bergamot , leather , sage , jasmine , musk , amber , white woods.",Eau de Parfum,"Apples, pineapple, bergamot, skin","Sage, jasmine","Blue,Silver",100 ml
Dior Sauvage EDP,430 SAR,5,Dior,Men,Perfume,Aromatic,Charismatic,2015,"Bergamot,Lavender, Nutmeg, Sichuan Pepper, Star Anise,Vanilla, Ambroxan",Eau de Parfum,Bergamot,"Lavender, Nutmeg, Sichuan Pepper, Star Anise",Black,100 ml
Parfums Gres Cabotine Gold,115 SAR,none,Dior,Men,Perfume,Aromatic,Charismatic,2015,"Bergamot,Lavender, Nutmeg, Sichuan Pepper, Star Anise,Vanilla, Ambroxan",Eau de Parfum,Bergamot,"Lavender, Nutmeg, Sichuan Pepper, Star Anise",Black,100 ml
Moschino Pink Fresh Couture,168 SAR,none,Dior,Men,Perfume,Aromatic,Charismatic,2015,"Bergamot,Lavender, Nutmeg, Sichuan Pepper, Star Anise,Vanilla, Ambroxan",Eau de Parfum,Bergamot,"Lavender, Nutmeg, Sichuan Pepper, Star Anise",Black,100 ml
Jaguar Vision Sport,119 SAR,5,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
Oscar De La Renta Oscar Velvet Noir,359 SAR,none,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
Escada Delicate Notes,181 SAR,none,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
Carven Dans Ma Bulle,408 SAR,none,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
Caron Yatagan,540 SAR,none,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
Escada Especially Escada,277 SAR,none,Jaguar,Men,Perfume,Woody,Masculine,2011,"pink pepper , lemon , orange , neroli , jasmine , lavender , amber , musk , patchouli , cedar .",Eau de Toilette,"Bergamot, Orange, Pink Pepper, Lemon","Green notes, Jasmine, Lavender, Neroli","Transparent,Black",100 ml
